동,연도,월,전체,남자,여자,아동전체,아동남자,아동여자,청소년전체,청소년남자,청소년여자,청년전체,청년남자,청년여자
공릉2동,2025,3,41159.0,19962.0,21197.0,5737.0,2968.0,2769.0,8301.0,4052.0,4249.0,10097.0,4963.0,5134.0
공릉2동,2025,4,41064.0,19906.0,21158.0,5721.0,2953.0,2768.0,8261.0,4025.0,4236.0,10060.0,4933.0,5127.0
공릉2동,2025,5,41061.0,19892.0,21169.0,5698.0,2938.0,2760.0,8250.0,4010.0,4240.0,10056.0,4934.0,5122.0
공릉2동,2025,6,41012.0,19855.0,21157.0,5663.0,2918.0,2745.0,8220.0,3977.0,4243.0,10047.0,4913.0,5134.0
공릉2동,2025,7,40923.0,19819.0,21104.0,5641.0,2911.0,2730.0,8160.0,3957.0,4203.0,10026.0,4914.0,5112.0
공릉2동,2025,8,40898.0,19789.0,21109.0,5625.0,2900.0,2725.0,8154.0,3956.0,4198.0,10046.0,4913.0,5133.0
공릉2동,2025,9,40845.0,19746.0,21099.0,5604.0,2884.0,2720.0,8120.0,3928.0,4192.0,10058.0,4900.0,5158.0
공릉2동,2025,10,40818.0,19740.0,21078.0,5579.0,2878.0,2701.0,8079.0,3897.0,4182.0,10056.0,4889.0,5167.0
공릉2동,2025,11,40765.0,19709.0,21056.0,5553.0,2850.0,2703.0,8027.0,3856.0,4171.0,10040.0,4884.0,5156.0
공릉2동,2025,12,40695.0,19682.0,21013.0,5525.0,2829.0,2696.0,7983.0,3851.0,4132.0,10026.0,4890.0,5136.0
하계1동,2023,1,26234.0,12526.0,13708.0,2966.0,1603.0,1363.0,5494.0,2955.0,2539.0,6453.0,3415.0,3038.0
하계1동,2023,2,26568.0,12727.0,13841.0,2948.0,1597.0,1351.0,5880.0,3187.0,2693.0,6638.0,3520.0,3118.0
하계1동,2023,3,26958.0,12948.0,14010.0,2930.0,1584.0,1346.0,6273.0,3406.0,2867.0,6920.0,3692.0,3228.0
하계1동,2023,4,26942.0,12936.0,14006.0,2915.0,1575.0,1340.0,6244.0,3387.0,2857.0,6967.0,3720.0,3247.0
하계1동,2023,5,26829.0,12869.0,13960.0,2912.0,1570.0,1342.0,6173.0,3341.0,2832.0,6954.0,3716.0,3238.0
하계1동,2023,6,26616.0,12745.0,13871.0,2890.0,1566.0,1324.0,5996.0,3229.0,2767.0,6871.0,3657.0,3214.0
하계1동,2023,7,26477.0,12677.0,13800.0,2855.0,1539.0,1316.0,5880.0,3176.0,2704.0,6807.0,3622.0,3185.0
하계1동,2023,8,26259.0,12563.0,13696.0,2844.0,1530.0,1314.0,5685.0,3084.0,2601.0,6646.0,3545.0,3101.0
하계1동,2023,9,26386.0,12657.0,13729.0,2825.0,1523.0,1302.0,5806.0,3162.0,2644.0,6780.0,3637.0,3143.0
하계1동,2023,10,26295.0,12608.0,13687.0,2784.0,1498.0,1286.0,5773.0,3134.0,2639.0,6778.0,3619.0,3159.0
하계1동,2023,11,26267.0,12586.0,13681.0,2780.0,1498.0,1282.0,5744.0,3106.0,2638.0,6766.0,3602.0,3164.0
하계1동,2023,12,26140.0,12500.0,13640.0,2767.0,1489.0,1278.0,5614.0,3033.0,2581.0,6671.0,3546.0,3125.0
하계1동,2024,1,25902.0,12353.0,13549.0,2756.0,1477.0,1279.0,5390.0,2898.0,2492.0,6447.0,3422.0,3025.0
하계1동,2024,2,25963.0,12381.0,13582.0,2723.0,1462.0,1261.0,5498.0,2953.0,2545.0,6493.0,3439.0,3054.0
하계1동,2024,3,26458.0,12713.0,13745.0,2701.0,1449.0,1252.0,6015.0,3297.0,2718.0,6799.0,3629.0,3170.0
하계1동,2024,4,26348.0,12646.0,13702.0,2687.0,1443.0,1244.0,5957.0,3247.0,2710.0,6794.0,3613.0,3181.0
하계1동,2024,5,26322.0,12624.0,13698.0,2684.0,1436.0,1248.0,5915.0,3215.0,2700.0,6795.0,3612.0,3183.0
하계1동,2024,6,26129.0,12484.0,13645.0,2672.0,1433.0,1239.0,5760.0,3113.0,2647.0,6691.0,3528.0,3163.0
하계1동,2024,7,25951.0,12378.0,13573.0,2646.0,1416.0,1230.0,5632.0,3029.0,2603.0,6607.0,3477.0,3130.0
하계1동,2024,8,25842.0,12314.0,13528.0,2642.0,1412.0,1230.0,5531.0,2972.0,2559.0,6540.0,3447.0,3093.0
하계1동,2024,9,26015.0,12405.0,13610.0,2618.0,1402.0,1216.0,5716.0,3068.0,2648.0,6762.0,3561.0,3201.0
하계1동,2024,10,25944.0,12380.0,13564.0,2602.0,1390.0,1212.0,5675.0,3052.0,2623.0,6760.0,3576.0,3184.0
하계1동,2024,11,25937.0,12373.0,13564.0,2590.0,1383.0,1207.0,5623.0,3019.0,2604.0,6775.0,3571.0,3204.0
하계1동,2024,12,25747.0,12279.0,13468.0,2560.0,1361.0,1199.0,5459.0,2924.0,2535.0,6632.0,3499.0,3133.0
하계1동,2025,1,25521.0,12135.0,13386.0,2567.0,1366.0,1201.0,5213.0,2773.0,2440.0,6400.0,3362.0,3038.0
하계1동,2025,2,25299.0,12026.0,13273.0,2548.0,1359.0,1189.0,5076.0,2717.0,2359.0,6226.0,3280.0,2946.0
하계1동,2025,3,26085.0,12499.0,13586.0,2527.0,1350.0,1177.0,5833.0,3169.0,2664.0,6758.0,3604.0,3154.0
하계1동,2025,4,25998.0,12449.0,13549.0,2507.0,1338.0,1169.0,5771.0,3140.0,2631.0,6744.0,3596.0,3148.0
하계1동,2025,5,25893.0,12409.0,13484.0,2490.0,1340.0,1150.0,5690.0,3103.0,2587.0,6695.0,3578.0,3117.0
하계1동,2025,6,25744.0,12302.0,13442.0,2470.0,1328.0,1142.0,5538.0,2997.0,2541.0,6617.0,3511.0,3106.0
하계1동,2025,7,25474.0,12121.0,13353.0,2471.0,1324.0,1147.0,5289.0,2835.0,2454.0,6437.0,3384.0,3053.0
하계1동,2025,8,25382.0,12052.0,13330.0,2461.0,1312.0,1149.0,5168.0,2761.0,2407.0,6351.0,3330.0,3021.0
하계1동,2025,9,25705.0,12246.0,13459.0,2468.0,1319.0,1149.0,5443.0,2923.0,2520.0,6672.0,3518.0,3154.0
하계1동,2025,10,25689.0,12236.0,13453.0,2469.0,1318.0,1151.0,5404.0,2904.0,2500.0,6668.0,3503.0,3165.0
하계1동,2025,11,25678.0,12227.0,13451.0,2484.0,1327.0,1157.0,5377.0,2876.0,2501.0,6676.0,3496.0,3180.0
하계1동,2025,12,25422.0,12064.0,13358.0,2495.0,1333.0,1162.0,5172.0,2736.0,2436.0,6491.0,3375.0,3116.0
하계2동,2023,1,21575.0,10239.0,11336.0,3341.0,1715.0,1626.0,4181.0,2143.0,2038.0,4208.0,2148.0,2060.0
하계2동,2023,2,21517.0,10211.0,11306.0,3315.0,1692.0,1623.0,4149.0,2122.0,2027.0,4193.0,2132.0,2061.0
하계2동,2023,3,21472.0,10196.0,11276.0,3288.0,1686.0,1602.0,4106.0,2110.0,1996.0,4178.0,2125.0,2053.0
하계2동,2023,4,21445.0,10181.0,11264.0,3276.0,1686.0,1590.0,4090.0,2100.0,1990.0,4185.0,2127.0,2058.0
하계2동,2023,5,21401.0,10164.0,11237.0,3263.0,1681.0,1582.0,4074.0,2098.0,1976.0,4157.0,2127.0,2030.0
하계2동,2023,6,21367.0,10143.0,11224.0,3247.0,1673.0,1574.0,4056.0,2089.0,1967.0,4148.0,2113.0,2035.0
하계2동,2023,7,21350.0,10142.0,11208.0,3240.0,1676.0,1564.0,4031.0,2071.0,1960.0,4153.0,2114.0,2039.0
하계2동,2023,8,21374.0,10154.0,11220.0,3245.0,1686.0,1559.0,4021.0,2065.0,1956.0,4132.0,2102.0,2030.0
하계2동,2023,9,21373.0,10148.0,11225.0,3235.0,1681.0,1554.0,4030.0,2064.0,1966.0,4136.0,2094.0,2042.0
하계2동,2023,10,21339.0,10136.0,11203.0,3234.0,1685.0,1549.0,4021.0,2062.0,1959.0,4120.0,2086.0,2034.0
하계2동,2023,11,21321.0,10128.0,11193.0,3212.0,1681.0,1531.0,3998.0,2053.0,1945.0,4119.0,2083.0,2036.0
하계2동,2023,12,21310.0,10132.0,11178.0,3205.0,1680.0,1525.0,3983.0,2043.0,1940.0,4101.0,2077.0,2024.0
하계2동,2024,1,21293.0,10130.0,11163.0,3190.0,1669.0,1521.0,3988.0,2045.0,1943.0,4074.0,2074.0,2000.0
하계2동,2024,2,21274.0,10120.0,11154.0,3184.0,1673.0,1511.0,3957.0,2024.0,1933.0,4061.0,2068.0,1993.0
하계2동,2024,3,21240.0,10105.0,11135.0,3166.0,1668.0,1498.0,3935.0,2008.0,1927.0,4065.0,2067.0,1998.0
하계2동,2024,4,21187.0,10071.0,11116.0,3137.0,1653.0,1484.0,3918.0,2004.0,1914.0,4049.0,2051.0,1998.0
하계2동,2024,5,21126.0,10044.0,11082.0,3118.0,1638.0,1480.0,3874.0,1982.0,1892.0,4018.0,2034.0,1984.0
하계2동,2024,6,21077.0,10021.0,11056.0,3103.0,1628.0,1475.0,3862.0,1970.0,1892.0,4001.0,2028.0,1973.0
하계2동,2024,7,20995.0,9982.0,11013.0,3076.0,1609.0,1467.0,3837.0,1959.0,1878.0,3980.0,2015.0,1965.0
하계2동,2024,8,20957.0,9956.0,11001.0,3069.0,1609.0,1460.0,3813.0,1949.0,1864.0,3966.0,2006.0,1960.0
하계2동,2024,9,20958.0,9967.0,10991.0,3063.0,1608.0,1455.0,3812.0,1946.0,1866.0,3958.0,2004.0,1954.0
하계2동,2024,10,20915.0,9955.0,10960.0,3055.0,1611.0,1444.0,3803.0,1946.0,1857.0,3939.0,1993.0,1946.0
하계2동,2024,11,20880.0,9937.0,10943.0,3045.0,1609.0,1436.0,3797.0,1944.0,1853.0,3934.0,1981.0,1953.0
하계2동,2024,12,20868.0,9925.0,10943.0,3047.0,1605.0,1442.0,3774.0,1932.0,1842.0,3906.0,1975.0,1931.0
하계2동,2025,1,20825.0,9896.0,10929.0,3019.0,1583.0,1436.0,3757.0,1926.0,1831.0,3901.0,1973.0,1928.0
하계2동,2025,2,20828.0,9879.0,10949.0,2998.0,1559.0,1439.0,3736.0,1916.0,1820.0,3902.0,1961.0,1941.0
하계2동,2025,3,20794.0,9871.0,10923.0,2973.0,1542.0,1431.0,3708.0,1899.0,1809.0,3878.0,1952.0,1926.0
하계2동,2025,4,20750.0,9842.0,10908.0,2948.0,1525.0,1423.0,3685.0,1879.0,1806.0,3858.0,1942.0,1916.0
하계2동,2025,5,20305.0,9638.0,10667.0,2935.0,1516.0,1419.0,3631.0,1851.0,1780.0,3792.0,1910.0,1882.0
하계2동,2025,6,19767.0,9406.0,10361.0,2893.0,1478.0,1415.0,3576.0,1813.0,1763.0,3729.0,1883.0,1846.0
하계2동,2025,7,19689.0,9375.0,10314.0,2876.0,1475.0,1401.0,3559.0,1808.0,1751.0,3706.0,1869.0,1837.0
하계2동,2025,8,19660.0,9370.0,10290.0,2854.0,1467.0,1387.0,3533.0,1794.0,1739.0,3704.0,1873.0,1831.0
하계2동,2025,9,19650.0,9367.0,10283.0,2847.0,1459.0,1388.0,3524.0,1792.0,1732.0,3691.0,1866.0,1825.0
하계2동,2025,10,19673.0,9373.0,10300.0,2849.0,1460.0,1389.0,3506.0,1781.0,1725.0,3694.0,1862.0,1832.0
하계2동,2025,11,19673.0,9375.0,10298.0,2846.0,1462.0,1384.0,3504.0,1779.0,1725.0,3678.0,1859.0,1819.0
하계2동,2025,12,19608.0,9336.0,10272.0,2836.0,1461.0,1375.0,3469.0,1756.0,1713.0,3675.0,1850.0,1825.0
중계본동,2023,1,23372.0,11359.0,12013.0,4650.0,2406.0,2244.0,6300.0,3214.0,3086.0,4245.0,2158.0,2087.0
중계본동,2023,2,23375.0,11365.0,12010.0,4650.0,2419.0,2231.0,6275.0,3197.0,3078.0,4249.0,2149.0,2100.0
중계본동,2023,3,23257.0,11301.0,11956.0,4600.0,2390.0,2210.0,6195.0,3156.0,3039.0,4229.0,2131.0,2098.0
중계본동,2023,4,23182.0,11261.0,11921.0,4566.0,2373.0,2193.0,6165.0,3143.0,3022.0,4238.0,2126.0,2112.0
중계본동,2023,5,23159.0,11237.0,11922.0,4543.0,2352.0,2191.0,6147.0,3126.0,3021.0,4249.0,2137.0,2112.0
중계본동,2023,6,23099.0,11218.0,11881.0,4521.0,2343.0,2178.0,6129.0,3118.0,3011.0,4246.0,2136.0,2110.0
중계본동,2023,7,23119.0,11217.0,11902.0,4524.0,2338.0,2186.0,6123.0,3116.0,3007.0,4228.0,2130.0,2098.0
중계본동,2023,8,23077.0,11199.0,11878.0,4504.0,2330.0,2174.0,6105.0,3109.0,2996.0,4201.0,2120.0,2081.0
중계본동,2023,9,23067.0,11188.0,11879.0,4482.0,2318.0,2164.0,6129.0,3122.0,3007.0,4191.0,2107.0,2084.0
중계본동,2023,10,23079.0,11189.0,11890.0,4479.0,2296.0,2183.0,6133.0,3114.0,3019.0,4195.0,2106.0,2089.0
중계본동,2023,11,23079.0,11192.0,11887.0,4465.0,2278.0,2187.0,6134.0,3112.0,3022.0,4188.0,2110.0,2078.0
중계본동,2023,12,23066.0,11174.0,11892.0,4471.0,2275.0,2196.0,6118.0,3102.0,3016.0,4185.0,2097.0,2088.0
중계본동,2024,1,23039.0,11165.0,11874.0,4466.0,2279.0,2187.0,6098.0,3098.0,3000.0,4182.0,2101.0,2081.0
중계본동,2024,2,23047.0,11168.0,11879.0,4464.0,2288.0,2176.0,6080.0,3079.0,3001.0,4162.0,2084.0,2078.0
중계본동,2024,3,22968.0,11119.0,11849.0,4428.0,2261.0,2167.0,6047.0,3057.0,2990.0,4149.0,2080.0,2069.0
중계본동,2024,4,22929.0,11108.0,11821.0,4401.0,2256.0,2145.0,6036.0,3051.0,2985.0,4163.0,2094.0,2069.0
중계본동,2024,5,22879.0,11084.0,11795.0,4390.0,2248.0,2142.0,6027.0,3063.0,2964.0,4171.0,2096.0,2075.0
중계본동,2024,6,22807.0,11057.0,11750.0,4370.0,2236.0,2134.0,5998.0,3054.0,2944.0,4154.0,2089.0,2065.0
중계본동,2024,7,22704.0,11014.0,11690.0,4346.0,2229.0,2117.0,5965.0,3037.0,2928.0,4128.0,2085.0,2043.0
중계본동,2024,8,22698.0,10986.0,11712.0,4347.0,2223.0,2124.0,5955.0,3018.0,2937.0,4121.0,2076.0,2045.0
중계본동,2024,9,22719.0,11007.0,11712.0,4364.0,2234.0,2130.0,5973.0,3029.0,2944.0,4140.0,2092.0,2048.0
중계본동,2024,10,22720.0,11002.0,11718.0,4374.0,2247.0,2127.0,5976.0,3033.0,2943.0,4128.0,2096.0,2032.0
중계본동,2024,11,22677.0,10982.0,11695.0,4364.0,2245.0,2119.0,5987.0,3042.0,2945.0,4133.0,2098.0,2035.0
중계본동,2024,12,22606.0,10954.0,11652.0,4360.0,2243.0,2117.0,5973.0,3030.0,2943.0,4108.0,2088.0,2020.0
중계본동,2025,1,22542.0,10928.0,11614.0,4334.0,2224.0,2110.0,5947.0,3010.0,2937.0,4098.0,2082.0,2016.0
중계본동,2025,2,22505.0,10900.0,11605.0,4347.0,2232.0,2115.0,5902.0,2990.0,2912.0,4074.0,2056.0,2018.0
중계본동,2025,3,22369.0,10801.0,11568.0,4298.0,2201.0,2097.0,5848.0,2948.0,2900.0,4042.0,2032.0,2010.0
중계본동,2025,4,22341.0,10798.0,11543.0,4271.0,2188.0,2083.0,5823.0,2940.0,2883.0,4060.0,2046.0,2014.0
중계본동,2025,5,22285.0,10759.0,11526.0,4260.0,2181.0,2079.0,5809.0,2933.0,2876.0,4046.0,2038.0,2008.0
중계본동,2025,6,22283.0,10766.0,11517.0,4263.0,2189.0,2074.0,5809.0,2945.0,2864.0,4043.0,2045.0,1998.0
중계본동,2025,7,22230.0,10754.0,11476.0,4235.0,2180.0,2055.0,5780.0,2936.0,2844.0,4027.0,2037.0,1990.0
중계본동,2025,8,22199.0,10736.0,11463.0,4223.0,2176.0,2047.0,5754.0,2923.0,2831.0,4005.0,2023.0,1982.0
중계본동,2025,9,22230.0,10745.0,11485.0,4241.0,2184.0,2057.0,5773.0,2936.0,2837.0,3973.0,2002.0,1971.0
중계본동,2025,10,22271.0,10764.0,11507.0,4253.0,2188.0,2065.0,5778.0,2940.0,2838.0,3957.0,1993.0,1964.0
중계본동,2025,11,22270.0,10754.0,11516.0,4249.0,2188.0,2061.0,5781.0,2943.0,2838.0,3952.0,1987.0,1965.0
중계본동,2025,12,22233.0,10733.0,11500.0,4251.0,2183.0,2068.0,5762.0,2934.0,2828.0,3928.0,1975.0,1953.0
중계1동,2023,1,26461.0,12891.0,13570.0,6062.0,3240.0,2822.0,7475.0,3965.0,3510.0,4181.0,2150.0,2031.0
중계1동,2023,2,26466.0,12898.0,13568.0,6094.0,3259.0,2835.0,7441.0,3958.0,3483.0,4158.0,2138.0,2020.0
중계1동,2023,3,26405.0,12880.0,13525.0,6060.0,3247.0,2813.0,7410.0,3947.0,3463.0,4149.0,2133.0,2016.0
중계1동,2023,4,26427.0,12902.0,13525.0,6054.0,3253.0,2801.0,7411.0,3950.0,3461.0,4150.0,2142.0,2008.0
중계1동,2023,5,26395.0,12888.0,13507.0,6023.0,3238.0,2785.0,7420.0,3956.0,3464.0,4141.0,2131.0,2010.0
중계1동,2023,6,26383.0,12876.0,13507.0,6011.0,3227.0,2784.0,7402.0,3949.0,3453.0,4150.0,2137.0,2013.0
중계1동,2023,7,26365.0,12868.0,13497.0,6004.0,3223.0,2781.0,7395.0,3945.0,3450.0,4127.0,2123.0,2004.0
중계1동,2023,8,26320.0,12848.0,13472.0,5989.0,3222.0,2767.0,7387.0,3946.0,3441.0,4095.0,2098.0,1997.0
중계1동,2023,9,26316.0,12840.0,13476.0,5970.0,3208.0,2762.0,7384.0,3938.0,3446.0,4093.0,2102.0,1991.0
중계1동,2023,10,26357.0,12858.0,13499.0,5992.0,3220.0,2772.0,7391.0,3938.0,3453.0,4079.0,2095.0,1984.0
중계1동,2023,11,26347.0,12866.0,13481.0,5985.0,3222.0,2763.0,7393.0,3947.0,3446.0,4079.0,2098.0,1981.0
중계1동,2023,12,26326.0,12846.0,13480.0,5989.0,3220.0,2769.0,7354.0,3925.0,3429.0,4071.0,2096.0,1975.0
중계1동,2024,1,26290.0,12816.0,13474.0,5990.0,3218.0,2772.0,7324.0,3913.0,3411.0,4044.0,2076.0,1968.0
중계1동,2024,2,26364.0,12862.0,13502.0,6067.0,3263.0,2804.0,7277.0,3898.0,3379.0,4003.0,2064.0,1939.0
중계1동,2024,3,26294.0,12821.0,13473.0,6017.0,3233.0,2784.0,7262.0,3888.0,3374.0,3981.0,2055.0,1926.0
중계1동,2024,4,26265.0,12803.0,13462.0,5974.0,3214.0,2760.0,7225.0,3873.0,3352.0,3976.0,2050.0,1926.0
중계1동,2024,5,26255.0,12802.0,13453.0,5969.0,3214.0,2755.0,7221.0,3877.0,3344.0,3979.0,2051.0,1928.0
중계1동,2024,6,26255.0,12803.0,13452.0,5952.0,3216.0,2736.0,7206.0,3865.0,3341.0,3974.0,2048.0,1926.0
중계1동,2024,7,26246.0,12805.0,13441.0,5972.0,3228.0,2744.0,7204.0,3865.0,3339.0,3953.0,2045.0,1908.0
중계1동,2024,8,26254.0,12803.0,13451.0,5980.0,3225.0,2755.0,7195.0,3862.0,3333.0,3929.0,2030.0,1899.0
중계1동,2024,9,26268.0,12804.0,13464.0,5959.0,3209.0,2750.0,7204.0,3860.0,3344.0,3920.0,2023.0,1897.0
중계1동,2024,10,26206.0,12772.0,13434.0,5935.0,3195.0,2740.0,7194.0,3857.0,3337.0,3885.0,2009.0,1876.0
중계1동,2024,11,26184.0,12762.0,13422.0,5925.0,3191.0,2734.0,7190.0,3859.0,3331.0,3886.0,2013.0,1873.0
중계1동,2024,12,26153.0,12735.0,13418.0,5950.0,3203.0,2747.0,7149.0,3831.0,3318.0,3840.0,1980.0,1860.0
중계1동,2025,1,26151.0,12740.0,13411.0,5950.0,3206.0,2744.0,7144.0,3837.0,3307.0,3848.0,1979.0,1869.0
중계1동,2025,2,26198.0,12764.0,13434.0,5991.0,3227.0,2764.0,7091.0,3797.0,3294.0,3823.0,1962.0,1861.0
중계1동,2025,3,26106.0,12723.0,13383.0,5945.0,3206.0,2739.0,7057.0,3778.0,3279.0,3817.0,1963.0,1854.0
중계1동,2025,4,26100.0,12712.0,13388.0,5924.0,3189.0,2735.0,7057.0,3772.0,3285.0,3807.0,1950.0,1857.0
중계1동,2025,5,26045.0,12692.0,13353.0,5888.0,3168.0,2720.0,7049.0,3768.0,3281.0,3800.0,1951.0,1849.0
중계1동,2025,6,26014.0,12684.0,13330.0,5878.0,3154.0,2724.0,7049.0,3773.0,3276.0,3781.0,1942.0,1839.0
중계1동,2025,7,25967.0,12674.0,13293.0,5872.0,3154.0,2718.0,7031.0,3772.0,3259.0,3741.0,1929.0,1812.0
중계1동,2025,8,25960.0,12657.0,13303.0,5860.0,3146.0,2714.0,7029.0,3771.0,3258.0,3726.0,1925.0,1801.0
중계1동,2025,9,25933.0,12645.0,13288.0,5842.0,3138.0,2704.0,7004.0,3760.0,3244.0,3720.0,1927.0,1793.0
중계1동,2025,10,26013.0,12687.0,13326.0,5845.0,3144.0,2701.0,7031.0,3776.0,3255.0,3749.0,1935.0,1814.0
중계1동,2025,11,25987.0,12670.0,13317.0,5821.0,3127.0,2694.0,7033.0,3776.0,3257.0,3737.0,1925.0,1812.0
중계1동,2025,12,25977.0,12667.0,13310.0,5825.0,3125.0,2700.0,7014.0,3760.0,3254.0,3727.0,1914.0,1813.0
중계4동,2023,1,19492.0,9364.0,10128.0,2498.0,1313.0,1185.0,3450.0,1855.0,1595.0,3510.0,1835.0,1675.0
중계4동,2023,2,19417.0,9323.0,10094.0,2483.0,1298.0,1185.0,3407.0,1829.0,1578.0,3483.0,1818.0,1665.0
중계4동,2023,3,19419.0,9310.0,10109.0,2488.0,1294.0,1194.0,3396.0,1820.0,1576.0,3490.0,1819.0,1671.0
중계4동,2023,4,19412.0,9305.0,10107.0,2474.0,1284.0,1190.0,3375.0,1800.0,1575.0,3503.0,1833.0,1670.0
중계4동,2023,5,19389.0,9286.0,10103.0,2462.0,1278.0,1184.0,3355.0,1784.0,1571.0,3505.0,1826.0,1679.0
중계4동,2023,6,19349.0,9263.0,10086.0,2457.0,1271.0,1186.0,3357.0,1776.0,1581.0,3492.0,1811.0,1681.0
중계4동,2023,7,19242.0,9214.0,10028.0,2426.0,1260.0,1166.0,3324.0,1762.0,1562.0,3474.0,1797.0,1677.0
중계4동,2023,8,19206.0,9201.0,10005.0,2390.0,1242.0,1148.0,3292.0,1747.0,1545.0,3503.0,1811.0,1692.0
중계4동,2023,9,19153.0,9183.0,9970.0,2377.0,1237.0,1140.0,3278.0,1749.0,1529.0,3483.0,1815.0,1668.0
중계4동,2023,10,19167.0,9184.0,9983.0,2389.0,1240.0,1149.0,3289.0,1757.0,1532.0,3471.0,1819.0,1652.0
중계4동,2023,11,19157.0,9165.0,9992.0,2381.0,1233.0,1148.0,3274.0,1749.0,1525.0,3476.0,1811.0,1665.0
중계4동,2023,12,19119.0,9152.0,9967.0,2380.0,1236.0,1144.0,3263.0,1743.0,1520.0,3457.0,1796.0,1661.0
중계4동,2024,1,19130.0,9153.0,9977.0,2395.0,1240.0,1155.0,3270.0,1744.0,1526.0,3447.0,1789.0,1658.0
중계4동,2024,2,19135.0,9163.0,9972.0,2398.0,1242.0,1156.0,3266.0,1740.0,1526.0,3434.0,1783.0,1651.0
중계4동,2024,3,19105.0,9160.0,9945.0,2382.0,1228.0,1154.0,3230.0,1717.0,1513.0,3427.0,1783.0,1644.0
중계4동,2024,4,19062.0,9133.0,9929.0,2372.0,1219.0,1153.0,3213.0,1705.0,1508.0,3412.0,1778.0,1634.0
중계4동,2024,5,19040.0,9127.0,9913.0,2349.0,1207.0,1142.0,3193.0,1697.0,1496.0,3400.0,1776.0,1624.0
